"id","year","communitynumber_communityname_ar","communitynumber_communityname_en","population"
"846","2021","231-النهدة الأولى","231-AL NAHDA FIRST","32757"
"847","2021","232-القصيص الأولى","232-AL QUSAIS FIRST","48378"
"848","2021","215-ام رمول","215-UM RAMOOL","3069"
"849","2021","268-عود المطينة الثالثة","268-OUD AL MUTEEN THIRD ","7061"
"850","2021","271-وادي العمردي","271-WADI ALAMRADI","3565"
"851","2021","281-الخوانيج الأولى","281-AL KHAWANEEJ ONE","13634"
"852","2021","282-الخوانيج الثانية","282-AL KHAWANEEJ TWO","5507"
"853","2021","283-العياص","283-AL AYAS","1843"
"854","2021","284-الطي","284-AL TTAY","10659"
"855","2021","302-شاطئ جميرا","302-JUMEIRA BAY","41"
"856","2021","303-جزر العالم","303-WORLD ISLANDS","7"
"857","2021","304-جزيرة جميرا 2","304-JUMEIRA ISLAND 2","3"
"858","2021","311-الشندغة","311-AL SHANDAGA","7"
"859","2021","312-السوق الكبير","312-AL SUQ AL KABEER","52439"
"860","2021","313-الحمرية","313-AL HAMRIYA","38215"
"861","2021","214-القرهود","214-AL GARHOUD","19726"
"862","2021","314-ام هرير الأولى","314-UM HURAIR FIRST","6482"
"863","2021","315-ام هرير الثانية","315-UM HURAIR SECOND","5633"
"864","2021","316-الرفاعة","316-AL RAFFA","48546"
"865","2021","317-المنخول","317-AL MANKHOOL","41244"
"866","2021","213-ند شما","213-NAD SHAMMA","3305"
"867","2021","134-الممزر","134-AL MAMZER","16534"
"868","2021","318-الكرامة","318-AL KARAMA","76591"
"869","2021","319-عود ميثاء","319-OUD METHA","15568"
"870","2021","321-مدينه دبي الملاحيه (الميناء)","321-MADINAT DUBAI AL MELAHEYAH (AL MINA)","8391"
"871","2021","322-الحضيبة","322-AL HUDAIBA","14504"
"872","2021","133-هور العنز شرق","133-HOR AL ANZ EAST","22026"
"873","2021","323-الجافلية","323-AL JAFLIYA","25033"
"874","2021","324-الكفاف","324-AL KIFAF","602"
"875","2021","132-الوحيدة","132-AL WAHEDA","21608"
"876","2021","325-زعبيل الأولى","325-ZAABEEL FIRST","3449"
"877","2021","326-الجداف","326-AL JADAF","6947"
"878","2021","357-الصفا الثانية","357-AL SAFFA SECOND","7062"
"879","2021","356-ام سقيم الأولى","356-UM SUQAIM FIRST","12468"
"880","2021","121-كورنيش ديرة","121-CORNICHE DEIRA","15"
"881","2021","122-البراحة","122-AL BARAHA","25839"
"882","2021","123-المطينة","123-AL MUTEENA","48739"
"883","2021","355-القوز الثانية","355-AL GOZE SECOND","5543"
"884","2021","124-المرقبات","124-AL MURQABAT","73087"
"885","2021","125-رقة البطين","125-REGA AL BUTEEN","7538"
"886","2021","354-القوز الأولى","354-AL GOZE FIRST","21322"
"887","2021","126-ابو هيل","126-ABU HAIL","18043"
"888","2021","127-هورالعنز","127-HOR AL ANZ","84661"
"889","2021","128-الخبيصي","128-AL KHBEESI","2011"
"890","2021","353-الصفا الأولى","353-AL SAFFA FIRST","9043"
"891","2021","352-جميرا الثالثة","352-JUMEIRA THIRD","14188"
"892","2021","347-المركاض","347-AL MERKADH","1817"
"893","2021","346-الخليج التجاري","346-AL KALIJ AL TEJARI","23943"
"894","2021","129-بور سعيد","129-PORT SAEED","14241"
"895","2021","131-ميناء الحمرية","131-AL HAMRIYA PORT","510"
"896","2021","345-برج خليفة","345-BURJ KHALIFA","21862"
"897","2021","343-الوصل","343-AL WASL","12185"
"898","2021","332-جميرا الأولى","332-JUMEIRA FIRST","21496"
"899","2021","333-البدع","333-AL BADA","58437"
"900","2021","342-جميرا الثانية","342-JUMEIRA SECOND","10660"
"901","2021","337-زعبيل الثانية","337-ZAABEEL SECOND","8568"
"902","2021","336-المركز التجاري الثانية","336-TRADE CENTER SECOND","13515"
"903","2021","334-السطوة","334-AL SATWA","40997"
"904","2021","335-المركز التجاري الأولى","335-TRADE CENTER FIRST","17676"
"905","2022","392-مرسى دبي (الميناء السياحي) ","392-MARSA DUBAI (AL MINA AL SEYAHI) ","63804"
"906","2022","388-الثنيه الثالثة (تلال الامارات الثانية)","388-AL THANYAH THIRD (EMIRATE HILLS SECOND)","22829"
"907","2022","384-الثنيه الثانية (مضمار جبل علي)","384-AL THANYAH SECOND (JEBEL ALI HORSE RACING)","0"
"908","2022","383-الثنيه الأولى (قرية ربيع الصحراء)","383-AL THANYAH FIRST (V. RABIE SAHRAA)","26279"
"909","2022","382-الصفوح الثانية","382-AL SOFOUH SECOND","6609"
"910","2022","381-نخلة جميرا ","381-NAKHLAT JUMEIRA ","25550"
"911","2022","376-البرشاء الثانية","376-AL BAESHAA SECOND","16759"
"912","2022","375-البرشاء الثالثة","375-AL BARSHAA THIRD","15716"
"913","2022","373-البرشاء الأولى","373-AL BARSHAA FIRST","42332"
"914","2022","814-الرويه الثالثة","814-AL ROWAIYAH THIRD","4938"
"915","2022","813-الرويه الثانية","813-AL ROWAIYAH SECOND","0"
"916","2022","372-الصفوح الأولى","372-AL SAFOUH FIRST","4779"
"917","2022","369-القوز الصناعية الرابعة ","369-AL GOZE IND. FOURTH ","39092"
"918","2022","368-القوز الصناعية الثالثة ","368-AL GOZE IND. THIRD ","17526"
"919","2022","367-ام الشيف","367-UM AL SHEIF","4715"
"920","2022","812-الرويه الأولى","812-AL ROWAIYAH FIRST","3283"
"921","2022","811-ورسان الثالثة","811-WARSAN THIRD","12638"
"922","2022","366-ام سقيم الثالثة","366-UM SUQAIM THIRD","7935"
"923","2022","365-القوز الصناعية الثانية ","365-AL GOZE IND. SECOND ","129757"
"924","2022","991-حفير","991-HEFAIR","12"
"925","2022","364-القوز الصناعية الأولى ","364-AL GOZE IND. FIRST ","28561"
"926","2022","988-الليان 2","988-AL LAYAN 2","0"
"927","2022","363-المنارة","363-AL MANARA","8923"
"928","2022","362-ام سقيم الثانية","362-UM SUQAIM SECOND","13502"
"929","2022","987-الليان 1","987-AL LAYAN 1","300"
"930","2022","981-مقطره","981-MUGATRAH","348"
"931","2022","978-سيح شعيله","978-SAIH SHUAALAH","0"
"932","2022","359-القوز الرابعة","359-AL GOZE FOURTH","21942"
"933","2022","358-القوز الثالثة","358-AL GOZE THIRD","50697"
"934","2022","975-العشوش","975-AL OSHOOSH","3"
"935","2022","971-سيح الدحل","971-SAIH AL DAHAL","3"
"936","2022","393-الثنيه الخامسة (تلال الامارات الاولى)","393-AL THANYAH FIFTH (EMIRATE HILLS FIRST) ","41745"
"937","2022","967-غدير براشي","967-GHADEER BARASHY","29"
"938","2022","394-الثنيه الرابعة (تلال الامارات الثالثة)","394-AL THANYAH FOURTH (EMIRATE HILLS THIRD) ","28990"
"939","2022","961-الصلال","961-AL SELAL","685"
"940","2022","412-الخيران","412-AL KHEERAN","5333"
"941","2022","941-قريطيسه","941-GRAYTEESAH","58"
"942","2022","945-الفقع","945-AL FAGAA","447"
"943","2022","956-الحثمة","956-AL HATHMAH","37"
"944","2022","951-سيح السلم","951-SAIH AL SALAM","616"
"945","2022","333-البدع","333-AL BADA","58965"
"946","2022","334-السطوة","334-AL SATWA","40958"
"947","2022","335-المركز التجاري الأولى","335-TRADE CENTER FIRST","18014"
"948","2022","336-المركز التجاري الثانية","336-TRADE CENTER SECOND","13787"
"949","2022","337-زعبيل الثانية","337-ZAABEEL SECOND","8842"
"950","2022","342-جميرا الثانية","342-JUMEIRA SECOND","10876"
"951","2022","343-الوصل","343-AL WASL","12227"
"952","2022","345-برج خليفة","345-BURJ KHALIFA","22291"
"953","2022","346-الخليج التجاري","346-AL KALIJ AL TEJARI","24410"
"954","2022","347-المركاض","347-AL MERKADH","3875"
"955","2022","352-جميرا الثالثة","352-JUMEIRA THIRD","14476"
"956","2022","353-الصفا الأولى","353-AL SAFFA FIRST","9228"
"957","2022","354-القوز الأولى","354-AL GOZE FIRST","21751"
"958","2022","355-القوز الثانية","355-AL GOZE SECOND","5655"
"959","2022","356-ام سقيم الأولى","356-UM SUQAIM FIRST","12720"
"960","2022","357-الصفا الثانية","357-AL SAFFA SECOND","7207"
"961","2022","332-جميرا الأولى","332-JUMEIRA FIRST","21914"
"962","2022","326-الجداف","326-AL JADAF","7477"
"963","2022","325-زعبيل الأولى","325-ZAABEEL FIRST","3519"
"964","2022","324-الكفاف","324-AL KIFAF","1317"
"965","2022","323-الجافلية","323-AL JAFLIYA","25365"
"966","2022","322-الحضيبة","322-AL HUDAIBA","14789"
"967","2022","321-مدينه دبي الملاحيه (الميناء)","321-MADINAT DUBAI AL MELAHEYAH (AL MINA)","8440"
"968","2022","319-عود ميثاء","319-OUD METHA","15874"
"969","2022","318-الكرامة","318-AL KARAMA","77139"
"970","2022","317-المنخول","317-AL MANKHOOL","42056"
"971","2022","316-الرفاعة","316-AL RAFFA","49440"
"972","2022","315-ام هرير الثانية","315-UM HURAIR SECOND","5746"
"973","2022","314-ام هرير الأولى","314-UM HURAIR FIRST","6611"
"974","2022","313-الحمرية","313-AL HAMRIYA","38611"
"975","2022","312-السوق الكبير","312-AL SUQ AL KABEER","53055"
"976","2022","311-الشندغة","311-AL SHANDAGA","7"
"977","2022","304-جزيرة جميرا 2","304-JUMEIRA ISLAND 2","3"
"978","2022","303-جزر العالم","303-WORLD ISLANDS","7"
"979","2022","302-شاطئ جميرا","302-JUMEIRA BAY","50"
"980","2022","284-الطي","284-AL TTAY","10660"
"981","2022","283-العياص","283-AL AYAS","1858"
"982","2022","282-الخوانيج الثانية","282-AL KHAWANEEJ TWO","6031"
"983","2022","281-الخوانيج الأولى","281-AL KHAWANEEJ ONE","13946"
"984","2022","271-وادي العمردي","271-WADI ALAMRADI","3645"
"985","2022","268-عود المطينة الثالثة","268-OUD AL MUTEEN THIRD ","7222"
"986","2022","267-محصينة الخامسة ","267-MUHAISANAH FIFTH","2"
"987","2022","266-عود المطينة الثانية ","266-OUD AL MUTEEN SECOND ","5953"
"988","2022","265-عود المطينة الأولى","265-OUD AL MUTEEN FIRST","15867"
"989","2022","264-محيصنة الثانية ","264-MUHAISANAH SECOND ","150710"
"990","2022","263-المزهر الثانية","263-AL MEZHAR SECOND","12239"
"991","2022","134-الممزر","134-AL MAMZER","16901"
"992","2022","213-ند شما","213-NAD SHAMMA","3378"
"993","2022","214-القرهود","214-AL GARHOUD","20168"
"994","2022","215-ام رمول","215-UM RAMOOL","3119"
"995","2022","216-الراشدية","216-AL RASHIDIYA","38408"
"996","2022","221-مطار دبي الدولي","221-DUBAI  AIRPORT","121"
"997","2022","226-الطوار الأولى","226-AL TWAR FIRST","12403"
"998","2022","227-الطوار الثانية","227-AL TWAR SECOND","5184"
"999","2022","228-الطوار الثالثة","228-AL TWAR THIRD","11439"
"1000","2022","231-النهدة الأولى","231-AL NAHDA FIRST","33484"
"1001","2022","232-القصيص الأولى","232-AL QUSAIS FIRST","49504"
"1002","2022","233-القصيص الثانية","233-AL QUSAIS SECOND","13137"
"1003","2022","234-القصيص الثالثة","234-AL QUSAIS THIRD","7685"
"1004","2022","241-النهدة الثانية","241-AL NAHDA SECOND","65947"
"1005","2022","242-القصيص الصناعية الأولى","242-AL QUSAIS IND. FIRST","11068"
"1006","2022","243-القصيص الصناعية الثانية","243-AL QUSAIS IND. SECOND","9627"
"1007","2022","244-محيصنة الثالثة","244-MUHAISANAH THIRD","7024"
"1008","2022","245-محيصنة الرابعة","245-MUHAISANAH FOURTH","36338"
"1009","2022","246-القصيص الصناعية الثالثة","246-AL QUSAIS IND. THIRD","2838"
"1010","2022","247-القصيص الصناعية الرابعة","247-AL QUSAIS IND. FOURTH","2932"
"1011","2022","248-القصيص الصناعية الخامسة","248-AL QUSAIS IND FIFTH","7032"
"1012","2022","251-مردف","251-MURDAF","68346"
"1013","2022","252-مشرف","252-MUSHRAIF","81"
"1014","2022","261-محيصنة الأولى","261-MUHAISANAH FIRST","8809"
"1015","2022","262-المزهر الأولى","262-AL MEZHAR FIRST","17898"
"1016","2022","592-جبل علي الثانية","592-JABAL ALI  SECOND","1011"
"1017","2022","593-جبل علي الثالثة","593-JABAL ALI THIRD","218"
"1018","2022","594-ميناء جبل علي","594-MENA JABAL ALI","9527"
"1019","2022","597-مجمع دبي للإستثمار الثاني","597-DUBAI INVESTMENT PARK2","80537"
"1020","2022","598-مجمع دبي للإستثمارالاول","598-DUBAI INVESTMENT PARK1","63591"
"1021","2022","599-جبل علي الصناعية الأولى","599-JABAL ALI INDUSTRIAL FIRST","199780"
"1022","2022","611-بو كدرة","611-BU KADRA","113"
"1023","2022","612-رأس الخور الصناعية الأولى","612-RAS AL KHOR IND. FIRST","2176"
"1024","2022","613-رأس الخور الصناعية الثانية","613-RAS AL KHOR IND. SECOND","1851"
"1025","2022","614-رأس الخور الصناعية الثالثة","614-RAS AL KHOR IND. THIRD","22442"
"1026","2022","615-ند الشبا الثانية","615-NAD AL SHIBBA SECOND","2613"
"1027","2022","616-ند الشبا الثالثة","616-NAD AL SHIBBA THIRD","1259"
"1028","2022","617-ند الشبا الرابعة","617-NAD AL SHIBBA FOURTH","3968"
"1029","2022","618-ند الشبا الأولى","618-NAD AL SHIBBA FIRST","6872"
"1030","2022","621-ورسان الأولى","621-WARSAN FIRST","108637"
"1031","2022","622-ورسان الثانية","622-WARSAN SECOND","1415"
"1032","2022","624-ورسان الرابعة","624-WARSAN FOURTH","10205"
"1033","2022","626-ند حصة","626-NADD HESSA","50559"
"1034","2022","631-حدائق الشيخ محمد بن راشد","631-HADAEQ SHEIKH MOHAMMED BIN RASHID","4692"
"1035","2022","643-وادي الصفا 2","643-WADI AL SAFA 2","11010"
"1036","2022","645-وادي الصفا 3","645-WADI AL SAFA 3","10475"
"1037","2022","646-وادي الصفا 4","646-WADI AL SAFA 4","169"
"1038","2022","648-وادي الصفا 5","648-WADI AL SAFA 5","20704"
"1039","2022","664-وادي الصفا 6 (المرابع العربية)","664-WADI AL SAFA 6 (ARABIAN RANCHES)","19268"
"1040","2022","665-وادي الصفا 7 ","665-WADI AL SAFA 7","9358"
"1041","2022","671-البرشاء جنوب الأولى","671-AL BARSHA SOUTH FIRST","14761"
"1042","2022","672-البرشاء جنوب الثانية","672-AL BARSHA SOUTH SECOND","7350"
"1043","2022","673-البرشاء جنوب الثالثة","673-AL BARSHA SOUTH THIRD","8660"
"1044","2022","674-الحبيه الأولى","674-AL HEBIAH FIRST","11279"
"1045","2022","675-الحبيه الثانية","675-AL HEBIAH SECOND","1798"
"1046","2022","676-الحبيه الثالثة","676-AL HEBIAH THIRD","7419"
"1047","2022","677-الحبيه السادسة","677-AL HEBIAH SIXTH","2483"
"1048","2022","681-البرشاء جنوب الرابعة","681-AL BARSHA SOUTH FOURTH","29373"
"1049","2022","682-الحبيه الرابعة","682-AL HEBIAH FOURTH","21842"
"1050","2022","683-الحبيه الخامسة","683-AL HEBIAH FIFTH","10412"
"1051","2022","684-البرشاء جنوب الخامسة","684-AL BARSHA SOUTH FIFTH","7997"
"1052","2022","685-معيصم الأولى","685-MEAISEM FIRST","18664"
"1053","2022","686-معيصم الثانية","686-MEAISEM SECOND","13"
"1054","2022","711-العوير الأولى","711-AL AWEER ONE","4997"
"1055","2022","721-العوير الثانية","721-AL AWEER TWO","6060"
"1056","2022","724-نخلي","724-ENKHALI","2"
"1057","2022","727-الوحوش","727-AL WOHOOSH","47"
"1058","2022","731-لهباب الأولى","731-LEHBAB FIRST","3425"
"1059","2022","735-المريال","735-AL MERYAL","775"
"1060","2022","736-نزوه","736-NAZWAH","595"
"1061","2022","821-مرييل","821-MEREIYEEL","425"
"1062","2022","824-أم الدمن","824-UMM AL DAMAN","301"
"1063","2022","413-رأس الخور","413-RAS AL KHOR","2"
"1064","2022","415-الخيران الأولى","415-AL KHAIRAN FIRST","2529"
"1065","2022","416-ند الحمر","416-NAD AL HAMAR","18520"
"1066","2022","421-الورقاء الأولى","421-AL WARQAA FIRST","26803"
"1067","2022","422-الورقاء الثانية","422-AL WARQAA  SECOND","11530"
"1068","2022","423-الورقاء الثالثة","423-AL WARQAA THIRD","15901"
"1069","2022","424- الورقاء الرابعة ","424-AL WARQAA FOURTH ","14575"
"1070","2022","425- الورقاء الخامسة ","425-AL WARQAA FIFTH ","0"
"1071","2022","431-وادي الشبك ","431-WADI ALSHABAK ","90"
"1072","2022","501-نخلة جبل علي","501-NAKHLAT JABAL ALI","5"
"1073","2022","502-الواجهة البحرية","502-AL WAJEHAH AL BHARIYAH","4"
"1074","2022","511-حصيان الاولى","511-HESSYAN FIRST","3365"
"1075","2022","512-حصيان الثانية","512-HESSYAN SECOND","10418"
"1076","2022","513-سيح شعيب 1","513-SAIH SHUAIB 1","90"
"1077","2022","516-جبل علي الصناعية الثالثة ","516-JABAL ALI INDUSTRIAL THIRD","0"
"1078","2022","518-جبل علي الصناعية الثانية","518-JABAL ALI INDUSTRIAL SECOND","28152"
"1079","2022","521-مدينة المطار","521-MADINAT AL MATAAR","5885"
"1080","2022","531-سيح شعيب 2","531-SAIH SHUAIB 2","12699"
"1081","2022","532-سيح شعيب 3","532-SAIH SHUAIB 3","4684"
"1082","2022","533-سيح شعيب 4","533-SAIH SHUAIB 4","10806"
"1083","2022","591-جبل علي الأولى","591-JABAL ALI FIRST","78243"
"1084","2022","826-الحميرا","826-LE HEMAIRA","56"
"1085","2022","831-لهباب الثانية","831-LEHBAB SECOND","1617"
"1086","2022","835-أم المؤمنين","835-UMM AL MOMENEEN","170"
"1087","2022","841-مرغم","841-MARGHAM","1230"
"1088","2022","845-المها","845-AL MAHA","206"
"1089","2022","847-أم السلي","847-UMM ESELAY","218"
"1090","2022","851-رماح","851-REMAH","195"
"1091","2022","857-مرقب","857-MARGAB","671"
"1092","2022","861-يراح","861-YARAAH","101"
"1093","2022","891-حتا","891-HATTA","15324"
"1094","2022","911-أم نهد الأولى","911-UMM NAHAD FIRST","8"
"1095","2022","912-أم نهد الثانية","912-UMM NAHAD SECOND","2"
"1096","2022","913-أم نهد الثالثة","913-UMM NAHAD THIRD","3633"
"1097","2022","914-أم نهد الرابعة","914-UMM NAHAD FOURTH","4"
"1098","2022","915-اليفره 1","915-AL YUFRAH 1","403"
"1099","2022","916-اليفره 2","916-AL YUFRAH 2","2008"
"1100","2022","917-المرموم","917-AL MARMOOM","143"
"1101","2022","918-اليفره 3","918-AL YUFRAH 3","1754"
"1102","2022","919-اليفره 4","919-AL YUFRAH 4","3"
"1103","2022","921-اليلايس 1","921-AL YALAYIS 1","2494"
"1104","2022","922-اليلايس 2","922-AL YALAYIS 2","5292"
"1105","2022","923-اليلايس 3","923-AL YALAYIS 3","4"
"1106","2022","924-اليلايس 4","924-AL YALAYIS 4","8"
"1107","2022","925-اليلايس 5","925-AL YALAYIS 5","85"
"1108","2022","931-الليسيلي","931-AL LESAILY","3017"
"1109","2022","101-نخلة ديرة","101-NAKHLAT DEIRA","2"
"1110","2022","111-الكورنيش","111-AL CORNICHE","2670"
"1111","2022","112-الرأس","112-AL RASS","8143"
"1112","2022","113-الضغاية","113-AL DHAGAYA","16873"
"1113","2022","114-البطين","114-AL BUTEEN","3081"
"1114","2022","115-السبخة","115-AL SABKHA","4291"
"1115","2022","116-عيال ناصر","116-AYAL NASIR","20139"
"1116","2022","117-المرر","117-AL MURAR","40456"
"1117","2022","118-نايف","118-NAIF","53403"
"1118","2022","119-الرقة","119-AL REGA","11318"
"1119","2022","121-كورنيش ديرة","121-CORNICHE DEIRA","15"
"1120","2022","122-البراحة","122-AL BARAHA","26115"
"1121","2022","123-المطينة","123-AL MUTEENA","49276"
"1122","2022","124-المرقبات","124-AL MURQABAT","73879"
"1123","2022","125-رقة البطين","125-REGA AL BUTEEN","7687"
"1124","2022","126-ابو هيل","126-ABU HAIL","18116"
"1125","2022","127-هورالعنز","127-HOR AL ANZ","85080"
"1126","2022","128-الخبيصي","128-AL KHBEESI","2042"
"1127","2022","129-بور سعيد","129-PORT SAEED","14425"
"1128","2022","131-ميناء الحمرية","131-AL HAMRIYA PORT","507"
"1129","2022","132-الوحيدة","132-AL WAHEDA","21686"
"1130","2022","133-هور العنز شرق","133-HOR AL ANZ EAST","22143"
